original_claim,negated_claim,strengthened_claim,weakened_claim,original_prob,negation_prob,more_specific_prob,less_specific_prob
Half of all plant species are capable of some form of communication with each other.,Half of all plant species are not capable of any form of communication with each other.,Half of all plant species are capable of chemical communication with each other.,Some plant species are capable of some form of communication with each other.,0.150314,0.0,0.24371200000000004,0.81481
There is a genetic basis for human behavioral traits such as intelligence and personality.,There is not a genetic basis for human behavioral traits such as intelligence and personality.,"There is a strong genetic basis for human behavioral traits such as intelligence and personality, accounting for at least 50% of the variation in these traits.",There is a genetic basis for some human traits.,0.8906499999999999,0.18787500000000001,0.308244,0.993556
There is a genetic basis for intelligence that is as significant in determining IQ as environmental factors.,There is not a genetic basis for intelligence that is as significant in determining IQ as environmental factors.,There is a genetic basis for intelligence that is at least as significant in determining IQ as environmental factors in individuals with a family history of high intelligence.,There is a genetic basis for intelligence that influences IQ.,0.666928,0.753517,0.8527,0.69692
"Water exists in liquid form under the ice cap of Europa, one of Jupiter's moons.","Water does not exist in liquid form under the ice cap of Europa, one of Jupiter's moons.","Water exists in liquid form under the ice cap of Europa, one of Jupiter's moons, at a temperature suitable for supporting microbial life.",Water exists in liquid form on some celestial bodies.,0.985904,0.8289000000000001,0.91954,1.0
Water exists in liquid form beneath the surface of Mars.,Water does not exist in liquid form beneath the surface of Mars.,Water exists in liquid form beneath the surface of Mars at a depth of less than one kilometer.,Water exists beneath the surface of Mars.,0.8404159999999999,0.05068,0.8518749999999999,0.8676200000000001
There is a genetic basis for handedness in humans.,There is no genetic basis for handedness in humans.,There is a strong genetic basis for left-handedness in humans.,There is a genetic basis for some traits in humans.,0.9707749999999999,0.516225,0.8347000000000001,0.98354
Human dietary intake of very low doses of environmental contaminants does not significantly increase the risk of developing cancer.,Human dietary intake of very low doses of environmental contaminants significantly increases the risk of developing cancer.,Human dietary intake of very low to moderate doses of specific environmental contaminants does not significantly increase the risk of developing cancer.,Human dietary intake of very low doses of some environmental contaminants does not significantly increase the risk of developing cancer.,0.6281599999999999,0.9064599999999999,0.826804,0.5696760000000001
"There is a multiverse in which different universes, including our own, coexist with varying physical constants and laws.","There is not a multiverse in which different universes, including our own, coexist with varying physical constants and laws.","There is a multiverse in which exactly 10 different universes, including our own, coexist with varying physical constants and laws.",There is a multiverse with different universes.,0.652328,0.0,0.0,0.18198399999999998
Moderate red wine consumption may have cardiovascular benefits.,Moderate red wine consumption may not have cardiovascular benefits.,Moderate red wine consumption may have cardiovascular benefits specifically for individuals over the age of 50.,Moderate red wine consumption has some health benefits.,0.8437239999999999,0.487164,0.75712,0.627912
Moderate consumption of red wine can have a positive effect on heart health.,Moderate consumption of red wine cannot have a positive effect on heart health.,"Moderate consumption of red wine, specifically a glass of Cabernet Sauvignon per day, can have a positive effect on heart health.",Moderate consumption of red wine can have an effect on health.,0.16605000000000003,0.85048,0.78862,0.8371
Moderate alcohol consumption may reduce the risk of coronary heart disease.,Moderate alcohol consumption may not reduce the risk of coronary heart disease.,Moderate alcohol consumption may reduce the risk of coronary heart disease in individuals over the age of 50.,Alcohol consumption can reduce the risk of some diseases.,0.908185,0.7427699999999999,0.88066,0.852148
Eating a diet high in processed foods increases the risk of developing type 2 diabetes.,Eating a diet high in processed foods does not increase the risk of developing type 2 diabetes.,Eating a diet high in processed foods significantly increases the risk of developing type 2 diabetes in individuals over the age of 40.,Eating a diet high in processed foods increases the risk of developing health issues.,0.957496,0.13768000000000002,0.91234,0.975976
Regular intake of omega-3 fatty acids contributes to improved cardiovascular health.,Regular intake of omega-3 fatty acids does not contribute to improved cardiovascular health.,Regular intake of omega-3 fatty acids contributes to significantly improved cardiovascular health in individuals with a family history of heart disease.,Regular intake of omega-3 fatty acids contributes to health.,0.89803,0.0,0.40511,0.9709599999999999
Omega-3 fatty acids can have beneficial effects on cardiovascular health.,Omega-3 fatty acids cannot have beneficial effects on cardiovascular health.,Omega-3 fatty acids can have beneficial effects on cardiovascular health in individuals with existing heart conditions.,Omega-3 fatty acids can have effects on health.,0.952795,0.0,0.46061500000000005,0.949696
There is a genetic component to obesity.,There is not a genetic component to obesity.,There is a significant genetic component to obesity that affects at least 50% of individuals with obesity.,There is a component to obesity.,0.89206,0.1336,0.856675,0.9636549999999999
"Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases, including heart disease and certain types of cancer.","Regular consumption of diets rich in antioxidants cannot reduce the risk of chronic diseases, including heart disease and certain types of cancer.","Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases, including heart disease and certain types of cancer, by at least 30%.",Regular consumption of diets rich in antioxidants can reduce the risk of chronic diseases.,0.86125,0.11827199999999999,0.8171299999999999,0.870715
Moderate aerobic exercise can improve cognitive function in older adults.,Moderate aerobic exercise cannot improve cognitive function in older adults.,Moderate aerobic exercise for at least 150 minutes per week can significantly improve cognitive function in older adults.,Aerobic exercise can improve cognitive function.,0.925656,0.04742400000000002,0.897742,0.9013599999999999
Most of the universe's visible matter consists of hydrogen.,Most of the universe's visible matter does not consist of hydrogen.,Almost all of the universe's visible matter consists of hydrogen.,Some of the universe's visible matter consists of hydrogen.,0.919777,0.96412,0.984272,0.99314
"Most of the human genome is non-coding DNA, often referred to as ""junk"" DNA, but it plays significant roles in regulating gene expression and maintaining genome stability.","Most of the human genome is coding DNA, often not referred to as ""junk"" DNA, and it does not play significant roles in regulating gene expression and maintaining genome stability.","Most of the human genome is non-coding DNA, often referred to as ""junk"" DNA, but it plays significant roles in regulating gene expression and maintaining genome stability, with at least 90% of non-coding regions being functionally important.","Most of the human genome is non-coding DNA, which plays roles in regulating gene expression.",0.9402240000000001,0.082375,0.8896149999999999,0.957
Regular consumption of processed meats is associated with an increased risk of developing colorectal cancer.,Regular consumption of processed meats is not associated with an increased risk of developing colorectal cancer.,Regular consumption of processed meats is associated with a significantly increased risk of developing colorectal cancer in individuals over the age of 50.,Regular consumption of processed meats is associated with an increased risk of developing some health issues.,0.9623999999999999,0.08700000000000001,0.9701449999999999,0.88861
Most of Earth's oxygen is produced by oceanic plankton.,Most of Earth's oxygen is not produced by oceanic plankton.,Almost all of Earth's oxygen is produced by oceanic plankton.,Some of Earth's oxygen is produced by oceanic plankton.,0.90666,0.21981,0.798405,0.9202480000000001
Regular exercise reduces the risk of developing type 2 diabetes.,Regular exercise does not reduce the risk of developing type 2 diabetes.,Regular exercise reduces the risk of developing type 2 diabetes by at least 30%.,Regular exercise is associated with a lower risk of developing type 2 diabetes.,0.952445,0.022499999999999992,0.880915,0.984416
The common cold is primarily caused by rhinoviruses.,The common cold is not primarily caused by rhinoviruses.,The common cold is primarily caused by rhinoviruses in individuals aged 5 to 15 years.,The common cold is caused by viruses.,0.9151,0.10896,0.95848,0.985242
The genetic makeup of an individual plays a significant role in determining their susceptibility to type 2 diabetes.,The genetic makeup of an individual does not play a significant role in determining their susceptibility to type 2 diabetes.,"The genetic makeup of an individual plays a significant role in determining their susceptibility to type 2 diabetes, accounting for at least 50% of the risk.",The genetic makeup of an individual plays a role in determining their susceptibility to type 2 diabetes.,0.9626,0.17787000000000003,0.7177600000000002,0.991496
Most human diseases have a genetic component.,Most human diseases do not have a genetic component.,Most human diseases have a significant genetic component that accounts for at least 50% of the risk.,Some human diseases have a genetic component.,0.980012,0.0,0.709633,1.0
Most of Earth's liquid freshwater is stored in glaciers and ice caps.,Most of Earth's liquid freshwater is not stored in glaciers and ice caps.,Almost all of Earth's liquid freshwater is stored in glaciers and ice caps.,Some of Earth's liquid freshwater is stored in glaciers and ice caps.,0.90272,0.8513999999999999,0.30709799999999987,0.998945
Most human cancers are caused by a combination of genetic mutations and environmental factors.,Most human cancers are not caused by a combination of genetic mutations and environmental factors.,Most human cancers are caused by a combination of at least three specific genetic mutations and environmental factors.,Some human cancers are caused by genetic mutations or environmental factors.,0.969136,0.0,0.8694999999999999,0.990358
Most human cancers involve some alteration in the p53 gene.,Most human cancers do not involve any alteration in the p53 gene.,Almost all human cancers involve a specific mutation in the p53 gene.,Some human cancers involve an alteration in the p53 gene.,0.985422,0.0,0.23819999999999997,0.995026
Most adults have more bacteria cells in their body than human cells.,Most adults do not have more bacteria cells in their body than human cells.,"Most adults have more bacteria cells in their body than human cells, with a ratio of at least 10 to 1.",Most adults have bacteria cells in their body.,0.983865,0.813875,0.87442,0.996363
All living cells use DNA as their genetic material.,Not all living cells use DNA as their genetic material.,All living cells use double-stranded DNA as their genetic material.,Some living cells use DNA as their genetic material.,1.0,0.17199999999999993,0.950035,1.0
A randomly selected person has exactly two siblings.,A randomly selected person does not have exactly two siblings.,A randomly selected person has exactly two siblings who are both younger than them.,A randomly selected person has at least one sibling.,0.04576000000000001,0.0,0.898,0.73625
A person randomly selected from the global population will have a PhD in Astrophysics.,A person randomly selected from the global population will not have a PhD in Astrophysics.,A person randomly selected from the global population will have a PhD in Astrophysics from a top-tier university.,A person randomly selected from the global population will have a PhD.,0.0,0.0,0.0,0.0
A person randomly chosen from the global population is taller than 6 feet 5 inches (195.58 cm).,A person randomly chosen from the global population is not taller than 6 feet 5 inches (195.58 cm).,A person randomly chosen from the global population is taller than 6 feet 5 inches (195.58 cm) and is male.,A person randomly chosen from the global population is taller than 6 feet.,0.0,0.0,0.0,0.34469400000000006
Pluto has an underground ocean.,Pluto does not have an underground ocean.,Pluto has a subsurface ocean that is at least 100 kilometers deep.,Pluto has some form of subsurface activity.,0.894505,0.10965000000000003,0.7827,0.8624499999999999
"In any given year, 90% of newly published novels will never sell more than 1000 copies.","In any given year, not 90% of newly published novels will sell more than 1000 copies.","In any given year, 90% of newly published novels will never sell more than 500 copies.","In any given year, a significant number of newly published novels will never sell more than 1000 copies.",0.4135200000000001,0.76655,0.4226750000000001,0.819404
Venus has active volcanoes on its surface.,Venus does not have active volcanoes on its surface.,Venus has multiple active volcanoes on its surface that erupt at least once every few decades.,Venus has geological activity on its surface.,0.94315,0.38063199999999997,0.38948,0.944212
A randomly selected individual has visited more than three countries.,A randomly selected individual has not visited more than three countries.,A randomly selected individual has visited more than five countries.,A randomly selected individual has visited at least one country.,0.390336,0.35955000000000004,0.11089500000000005,0.997448
The Sahara Desert was once a lush and fertile region.,The Sahara Desert was never a lush and fertile region.,The Sahara Desert was once a lush and fertile region capable of supporting large populations of diverse wildlife and vegetation.,The Sahara Desert has been a lush and fertile region at some point in its history.,0.23551400000000008,0.951075,0.3025,0.015899999999999914
A randomly selected adult in the United States has visited Japan.,A randomly selected adult in the United States has not visited Japan.,A randomly selected adult in the United States has visited Japan at least once in the past five years.,A randomly selected adult in the United States has traveled internationally.,0.1572,0.985756,0.15265800000000002,0.6304280000000001
A randomly chosen adult in the U.S. is left-handed.,A randomly chosen adult in the U.S. is not left-handed.,A randomly chosen adult in the U.S. is left-handed and also has a college degree.,A randomly chosen adult in the U.S. is not right-handed.,0.3717599999999999,0.0,0.22162800000000002,0.782656
Dolphins have a sophisticated language that is comparable in complexity to human languages.,Dolphins do not have a sophisticated language that is comparable in complexity to human languages.,"Dolphins have a sophisticated language that is comparable in complexity to human languages, with a vocabulary of at least 100 distinct sounds used in specific contexts.",Dolphins have a form of communication.,0.64,0.3234,0.64552,0.96617
Pluto has more than one ocean beneath its surface.,Pluto does not have more than one ocean beneath its surface.,Pluto has multiple large oceans beneath its surface.,Pluto has at least one ocean beneath its surface.,0.27375,0.961912,0.8491499999999998,0.968048
There is intelligent extraterrestrial life within our galaxy.,There is not intelligent extraterrestrial life within our galaxy.,There is intelligent extraterrestrial life within our galaxy that is capable of communicating with humans.,There is extraterrestrial life within our galaxy.,0.39021000000000006,0.08900999999999998,0.0041999999999999815,0.549804
The painting in your living room is an original piece by a renowned artist.,The painting in your living room is not an original piece by a renowned artist.,The painting in your living room is an original piece by a renowned artist from the 19th century.,The painting in your living room is a piece by an artist.,0.03984,0.633962,0.070368,0.041435
There are exactly 30 species of birds that can truly hover in mid-flight.,There are not exactly 30 species of birds that can truly hover in mid-flight.,"There are exactly 30 species of birds that can truly hover in mid-flight, all of which belong to the family Trochilidae (hummingbirds).",There are several species of birds that can truly hover in mid-flight.,0.006220000000000003,0.972876,0.336498,0.8733879999999999
Some species of turtles can breathe through their butts.,No species of turtles can breathe through their butts.,Some species of turtles can breathe through their butts during hibernation.,Some turtles can breathe through their butts.,0.007169999999999999,1.0,0.05389999999999995,0.0
Julius Caesar was left-handed.,Julius Caesar was not left-handed.,Julius Caesar was left-handed and wrote with his left hand.,Julius Caesar was likely left-handed.,0.1215,0.54549,0.0,0.349272
Venus has active volcanoes.,Venus does not have active volcanoes.,"Venus has at least five active volcanoes that have erupted within the last 10,000 years.",Venus has some geological activity.,0.92522,0.907725,0.9557,0.88978
More than half of the world's population is multilingual.,Less than half of the world's population is multilingual.,"More than half of the world's population is multilingual, speaking at least three languages fluently.",Some of the world's population is multilingual.,0.83995,0.6418900000000001,0.38975199999999993,0.995351
It will rain in Seattle tomorrow.,It will not rain in Seattle tomorrow.,It will rain in Seattle tomorrow with a precipitation of at least 0.5 inches.,It might rain in Seattle tomorrow.,0.07356000000000004,0.11800000000000002,0.6135400000000001,0.60532
Most smartphone users have over 30 apps installed on their devices.,Most smartphone users do not have over 30 apps installed on their devices.,Most smartphone users have over 30 apps installed on their devices that are actively used at least once a week.,Most smartphone users have apps installed on their devices.,0.52632,0.235585,0.358638,0.9627249999999999
Tim Burton has directed more than 35 films.,Tim Burton has not directed more than 35 films.,Tim Burton has directed more than 40 films.,Tim Burton has directed several films.,0.98605,0.98256,0.50315,1.0
A randomly selected adult in the United States has a bachelor's degree.,A randomly selected adult in the United States does not have a bachelor's degree.,A randomly selected adult in the United States has a bachelor's degree from a four-year accredited institution.,A randomly selected adult in the United States has a degree.,0.8902399999999999,0.440698,0.32915,0.83565
A randomly selected person is taller than 165 cm.,A randomly selected person is not taller than 165 cm.,A randomly selected person is taller than 170 cm.,A randomly selected person is taller than 150 cm.,0.5035000000000001,0.544148,0.3504,0.8800399999999999
The heart of an average adult blue whale weighs about as much as a car.,The heart of an average adult blue whale does not weigh about as much as a car.,The heart of an average adult blue whale weighs about as much as a small car.,The heart of a blue whale weighs about as much as a large object.,0.09856399999999998,0.8085879999999999,0.5164880000000001,0.992086
Most people have over 100 friends on social media.,Most people do not have over 100 friends on social media.,"Most people have over 100 friends on social media, with at least 50 of them being active users.",Most people have friends on social media.,0.19893,0.182301,0.163277,0.8374199999999999
The average adult human body contains between 5 and 6 liters of blood.,The average adult human body does not contain between 5 and 6 liters of blood.,The average adult human body contains exactly 5.5 liters of blood.,The average adult human body contains blood.,0.9569259999999999,0.55539,0.5178240000000001,0.9117899999999999
Most adults in the United States have a social media account.,Most adults in the United States do not have a social media account.,Most adults in the United States have a social media account that they actively use at least once a week.,Most adults in the United States use the internet.,0.967204,0.11776,0.927083,0.95809
Most people have more than 100 followers on Instagram.,Most people do not have more than 100 followers on Instagram.,"Most people have more than 100 followers on Instagram, with at least 50 of those followers being active users.",Most people have followers on Instagram.,0.324054,0.06083000000000008,0.137955,0.824801
More than half of the world's population lives in urban areas.,Less than half of the world's population does not live in urban areas.,"More than half of the world's population lives in urban areas with a population density of over 1,000 people per square kilometer.",A significant portion of the world's population lives in urban areas.,0.87416,0.7167399999999999,0.5520660000000001,0.97592
More than 50% of adults worldwide own a smartphone.,Less than or equal to 50% of adults worldwide do not own a smartphone.,More than 50% of adults worldwide own a smartphone that supports 5G connectivity.,More than 50% of adults worldwide own a mobile device.,0.9025749999999999,0.466275,0.298004,0.886855
Most people worldwide prefer summer over winter.,Most people worldwide do not prefer summer over winter.,Most people worldwide prefer summer over winter in regions with a temperate climate.,Most people worldwide have a preference for one season over another.,0.47585999999999995,0.17004,0.398868,0.79898
"Most people have more than 100,000 hairs on their head.","Most people do not have more than 100,000 hairs on their head.","Most people have more than 100,000 hairs on their head, with the majority having between 100,000 and 150,000 hairs.",Most people have hair on their head.,0.11790000000000002,0.97533,0.38165999999999994,0.992301
Most households in the United States own at least one car.,Most households in the United States do not own at least one car.,Most households in the United States own at least one car that is less than five years old.,Most households in the United States own a vehicle.,0.9806159999999999,0.07507800000000003,0.383782,0.96655
Most adults in the world have more than one mobile phone subscription.,Most adults in the world do not have more than one mobile phone subscription.,"Most adults in the world have more than one mobile phone subscription, with at least one being a data plan.",Most adults in the world have a mobile phone subscription.,0.231856,0.037450000000000004,0.7554000000000001,0.981816
Most people have more than 100 friends and acquaintances throughout their lifetime.,Most people do not have more than 100 friends and acquaintances throughout their lifetime.,Most people have more than 100 close friends and acquaintances throughout their lifetime.,Most people have friends and acquaintances throughout their lifetime.,0.21350399999999994,0.285494,0.1301799999999999,0.9665199999999999
Most adult cats are lactose intolerant.,Most adult cats are not lactose intolerant.,Almost all adult cats are lactose intolerant.,Some adult cats are lactose intolerant.,0.980408,0.942688,0.9672299999999999,0.460412
Most adults can hold their breath for 30 seconds.,Most adults cannot hold their breath for 30 seconds.,Most adults can hold their breath for 30 seconds while remaining completely still.,Some adults can hold their breath for 30 seconds.,0.588575,0.79306,0.010838,0.8565200000000002
Most cats have a preference for using their right paw over their left paw.,Most cats do not have a preference for using their right paw over their left paw.,Most cats have a strong preference for using their right paw over their left paw.,Some cats have a preference for using one paw over the other.,0.05814,0.74832,0.51337,0.86912
Many humans can taste the difference between bottled water and tap water.,Many humans cannot taste the difference between bottled water and tap water.,Many humans can taste the difference between premium bottled water and tap water.,Some humans can taste the difference between bottled water and tap water.,0.361676,0.49922500000000003,0.10949999999999999,0.7470649999999999
Most people in the world have access to a mobile phone.,Most people in the world do not have access to a mobile phone.,Most people in the world have access to a mobile phone with internet connectivity.,Most people in the world have access to a phone.,0.856,0.007272000000000001,0.8667699999999999,0.8869
Most adults in the world have a cell phone.,Most adults in the world do not have a cell phone.,Most adults in the world have a smartphone with internet access.,Most adults in the world have a communication device.,0.96036,0.007351999999999999,0.7475499999999999,0.87541
Most adult cats have more than 18 teeth.,Most adult cats do not have more than 18 teeth.,"Most adult cats have more than 18 teeth, specifically 30 teeth.",Most adult cats have teeth.,0.9049400000000001,0.5494239999999999,0.22175999999999996,0.985278
There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There does not exist an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own complex form of written language consisting of over 100 unique symbols.,There exists an uncontacted human tribe living in the Amazon Rainforest.,0.21264,0.900966,0.08958,0.80036
Cleopatra VII was primarily of sub-Saharan African descent.,Cleopatra VII was not primarily of sub-Saharan African descent.,"Cleopatra VII was primarily of sub-Saharan African descent, with at least 75% of her ancestry traced to that region.",Cleopatra VII had ancestry from various regions.,0.9528749999999999,0.7999,0.23324,0.987546
Venus harbors microbial life in its cloud decks.,Venus does not harbor microbial life in its cloud decks.,Venus harbors microbial life in its cloud decks that can survive extreme temperatures and acidity.,Venus has some form of life in its atmosphere.,0.7149350000000001,0.89598,0.49995000000000006,0.023810000000000005
More than half of all known species have not yet been discovered by scientists.,More than half of all known species have been discovered by scientists.,More than three-quarters of all known species have not yet been discovered by scientists.,Many species have not yet been discovered by scientists.,0.24107999999999996,0.20065500000000003,0.4858080000000001,0.9118
Most of the oxygen on Earth comes from the oceans.,Most of the oxygen on Earth does not come from the oceans.,Almost all of the oxygen on Earth comes from the oceans.,Some of the oxygen on Earth comes from the oceans.,0.644725,0.25472000000000006,0.6045799999999999,0.9694699999999999
Pluto has underground oceans containing microbial life.,Pluto does not have underground oceans containing microbial life.,Pluto has underground oceans containing microbial life that can survive extreme cold temperatures.,Pluto has underground oceans.,0.43542800000000004,0.6205,0.4138000000000001,0.98488
"Most of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.","Most of the oxygen on Earth is not produced by terrestrial plants, but by oceanic phytoplankton.","Almost all of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.",Most of the oxygen on Earth is produced by plants.,0.29688000000000003,0.6803899999999999,0.074295,0.9279120000000001
The Voynich Manuscript is a coded alchemical recipe book.,The Voynich Manuscript is not a coded alchemical recipe book.,The Voynich Manuscript is a coded alchemical recipe book specifically focused on the transmutation of base metals into gold.,The Voynich Manuscript contains coded text.,0.43438000000000004,0.864128,0.10320000000000003,0.992164
The Voynich Manuscript is a complex code created by a single individual.,The Voynich Manuscript is not a complex code created by a single individual.,The Voynich Manuscript is a complex code created by a single individual with advanced knowledge of linguistics and cryptography.,The Voynich Manuscript is a complex code created by individuals.,0.86242,0.569664,0.2688720000000001,0.86731
The Voynich Manuscript is a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is not a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is a complex code created by a secret society in the 15th century to preserve hidden knowledge about advanced scientific concepts.,The Voynich Manuscript is a complex code.,0.19905000000000003,0.6183749999999999,0.021616,0.8632139999999999
Humans will discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will not discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will discover definitive evidence of complex microorganisms living beneath the surface of Mars.,Humans will discover evidence of microorganisms on Mars.,0.6563599999999999,0.04621,0.64363,0.8749
Quantum computers will be able to break current encryption algorithms within the next 5 years.,Quantum computers will not be able to break current encryption algorithms within the next 5 years.,Quantum computers will be able to break current encryption algorithms within the next 3 years.,Quantum computers will be able to break some encryption algorithms.,0.3734,0.5881399999999999,0.29242500000000005,0.7767200000000001
Caffeine consumption can lead to significant improvement in long-term memory retention in adults.,Caffeine consumption cannot lead to significant improvement in long-term memory retention in adults.,Caffeine consumption can lead to significant improvement in long-term memory retention in adults over the age of 50.,Caffeine consumption can lead to improvement in memory retention in adults.,0.8082299999999999,0.39501,0.547456,0.69904
More than half of the world's oceans have remained completely unexplored by humans.,More than half of the world's oceans have not remained completely unexplored by humans.,More than half of the world's oceans have remained completely unexplored by humans for over a century.,Some of the world's oceans have remained completely unexplored by humans.,0.5376,0.30345,0.572982,0.8516199999999999
Most deep-sea life forms are already discovered and cataloged by marine biologists.,Most deep-sea life forms are not already discovered and cataloged by marine biologists.,Most deep-sea life forms larger than 1 meter are already discovered and cataloged by marine biologists.,Many deep-sea life forms are already discovered and cataloged by marine biologists.,0.19512000000000007,0.4423500000000001,0.108156,0.6217400000000001
Less than 10% of oceanic species have been discovered and classified by scientists.,10% or more of oceanic species have been discovered and classified by scientists.,Less than 5% of oceanic species have been discovered and classified by scientists.,A significant number of oceanic species have been discovered and classified by scientists.,0.73756,0.04339,0.8574849999999999,0.9845079999999999
The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is not a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered using a specific cryptographic method.,The Voynich Manuscript is a text that can be deciphered.,0.175833,0.6200089999999999,0.057948000000000006,0.20697600000000002
Most of the oxygen in Earth's atmosphere is produced by plankton.,Most of the oxygen in Earth's atmosphere is not produced by plankton.,Almost all of the oxygen in Earth's atmosphere is produced by plankton in the ocean.,Some of the oxygen in Earth's atmosphere is produced by plankton.,0.7607039999999999,0.6568,0.15580000000000005,0.9766
The Voynich manuscript is a meaningful document written in an unknown language or code.,The Voynich manuscript is not a meaningful document written in an unknown language or code.,The Voynich manuscript is a meaningful document written in a complex unknown language or code that contains detailed botanical illustrations.,The Voynich manuscript is a document written in an unknown language or code.,0.60904,0.4504560000000001,0.7733,0.984498
More than 10% of the world's languages will cease to be spoken by the end of the 21st century.,Less than or equal to 10% of the world's languages will not cease to be spoken by the end of the 21st century.,More than 15% of the world's languages will cease to be spoken by the end of the 21st century.,Some of the world's languages will cease to be spoken by the end of the 21st century.,0.4611099999999999,0.143118,0.28931599999999996,0.937
The Voynich Manuscript is intentionally meaningful and not a hoax.,The Voynich Manuscript is not intentionally meaningful and is a hoax.,"The Voynich Manuscript is intentionally meaningful and not a hoax, containing a coherent and complex language that can be deciphered.",The Voynich Manuscript is not a hoax.,0.1325,0.151572,0.44414400000000004,0.23269499999999996
Half of the world's population lives in cities.,Half of the world's population does not live in cities.,Half of the world's population lives in cities with populations exceeding one million.,A significant portion of the world's population lives in cities.,0.744056,0.6596000000000001,0.40603599999999995,0.92176
Venus has more active volcanoes than Earth.,Venus does not have more active volcanoes than Earth.,Venus has more than twice as many active volcanoes as Earth.,Venus has active volcanoes.,0.724224,0.41354000000000013,0.807875,0.95624
The Voynich Manuscript is a complex code created by an individual for personal amusement.,The Voynich Manuscript is not a complex code created by an individual for personal amusement.,"The Voynich Manuscript is a complex code created by an individual for personal amusement, using a unique cipher that has never been deciphered.",The Voynich Manuscript is a complex code created for some purpose.,0.16169,0.284546,0.099498,0.794206
Most of the gold on Earth is located in its core.,Most of the gold on Earth is not located in its core.,Almost all of the gold on Earth is located in its core.,Some of the gold on Earth is located in its core.,0.20201999999999998,0.851455,0.8389499999999999,0.4891749999999999
"In a typical human population, left-handed individuals have a slightly higher average IQ than right-handed individuals.","In a typical human population, left-handed individuals do not have a slightly higher average IQ than right-handed individuals.","In a typical human population, left-handed individuals have a significantly higher average IQ than right-handed individuals, with a difference of at least 10 points.","In a typical human population, some left-handed individuals have a higher average IQ than some right-handed individuals.",0.14154,0.694098,0.01117,0.0
Half of all habitable planets in the Milky Way galaxy have yet to be discovered by astronomers.,Half of all habitable planets in the Milky Way galaxy have been discovered by astronomers.,Half of all habitable planets in the Milky Way galaxy that are capable of supporting complex life have yet to be discovered by astronomers.,Some habitable planets in the Milky Way galaxy have yet to be discovered by astronomers.,0.07967999999999999,0.11736999999999999,0.53866,0.959175
Half of all marriages in the United States end in divorce.,Half of all marriages in the United States do not end in divorce.,Half of all marriages in the United States end in divorce within the first five years.,Many marriages in the United States end in divorce.,0.13599999999999998,0.23498399999999997,0.10428000000000003,0.960728
Half of all startups fail within their first five years.,Half of all startups do not fail within their first five years.,Half of all tech startups fail within their first five years.,Many startups fail within their first five years.,0.6430600000000001,0.08106000000000001,0.816724,0.7938000000000001
Viruses should be classified as living organisms.,Viruses should not be classified as living organisms.,Viruses should be classified as living organisms only if they exhibit characteristics of life in at least three distinct biological processes.,Viruses should be classified in some way.,0.69264,0.57072,0.78455,0.995799
Humans will discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers.,Humans will not discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers.,"Humans will discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers, specifically within the next 10 samples collected.",Humans will discover evidence of microbial life on Mars in future rock samples analyzed by the current rovers.,0.260304,0.18545999999999999,0.570142,0.77644
Half of the world's languages that are currently spoken will become extinct by the end of the 21st century.,Half of the world's languages that are currently spoken will not become extinct by the end of the 21st century.,"Half of the world's languages that are currently spoken will become extinct by the end of the 21st century, with at least 90% of these languages being spoken by fewer than 1,000 people.",Many of the world's languages that are currently spoken will become extinct by the end of the 21st century.,0.03472,0.31227600000000005,0.2472,0.578566
Half of all bird species are able to mimic sounds they hear in their environment.,Half of all bird species are not able to mimic sounds they hear in their environment.,"Half of all bird species are able to mimic sounds they hear in their environment, specifically those that are commonly found in urban areas.",Some bird species are able to mimic sounds they hear in their environment.,0.31923200000000007,0.330372,0.11902,0.992722
Half of all plant species are capable of self-pollination.,Half of all plant species are not capable of self-pollination.,Half of all flowering plant species are capable of self-pollination.,Some plant species are capable of self-pollination.,0.27825,0.14590800000000004,0.16042399999999998,0.994668
Most of the plastic in the oceans comes from land-based sources.,Most of the plastic in the oceans does not come from land-based sources.,"Most of the plastic in the oceans comes from land-based sources, with at least 80% originating from urban areas.",Some of the plastic in the oceans comes from land-based sources.,0.8533149999999999,0.06837400000000005,0.872725,0.966725
Most ocean plastic pollution originates from rivers.,Most ocean plastic pollution does not originate from rivers.,Most ocean plastic pollution originates from rivers in developing countries.,Some ocean plastic pollution originates from rivers.,0.887215,0.3268,0.86491,0.95656
