original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline
Leonardo da Vinci used mirror writing because he wanted to keep his ideas secret from the general public.,Leonardo da Vinci did not use mirror writing because he wanted to keep his ideas secret from the general public.,Leonardo da Vinci used mirror writing exclusively to keep his ideas secret from the general public.,Leonardo da Vinci used mirror writing.,0.3272172811025848,0.22277197048737968,0.3134205415405871,0.8463882356596933
Christopher Columbus was primarily motivated by a quest for gold rather than the expansion of Christianity or exploration.,Christopher Columbus was not primarily motivated by a quest for gold rather than the expansion of Christianity or exploration.,"Christopher Columbus was primarily motivated by a quest for gold, specifically seeking to acquire gold from the indigenous peoples of the Caribbean, rather than the expansion of Christianity or exploration.",Christopher Columbus was motivated by a quest for gold.,0.6792763421442863,0.42889537899455604,0.6950908932506356,0.8499510969447784
"Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not of Macedonian Greek descent but rather of primarily Egyptian ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was of Macedonian Greek descent rather than primarily of Egyptian ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not of Macedonian Greek descent but rather of primarily Egyptian ancestry, with at least 75% of her lineage traced back to ancient Egyptian heritage.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, had some Egyptian ancestry.",0.09664047457648221,0.9439547817559952,0.08589566699042905,0.7055853875358848
The Hanging Gardens of Babylon were actually located in the city of Nineveh.,The Hanging Gardens of Babylon were not actually located in the city of Nineveh.,The Hanging Gardens of Babylon were actually located in the city of Nineveh and were built during the reign of King Sennacherib.,The Hanging Gardens of Babylon were located in a city in ancient Mesopotamia.,0.13970217606688826,0.8541336475442861,0.3147505826985555,0.8532681375127185
"The Lost Colony of Roanoke relocated to join a nearby Native American tribe, integrating with them.","The Lost Colony of Roanoke did not relocate to join a nearby Native American tribe, integrating with them.","The Lost Colony of Roanoke relocated to join a specific nearby Native American tribe, the Croatan, integrating with them and adopting their customs.",The Lost Colony of Roanoke may have relocated to join a nearby Native American tribe.,0.2870688928861823,0.7142591422940534,0.4291323247103904,0.6870678112511185
Vincent van Gogh's ear was cut off by Paul Gauguin during a confrontation and not by van Gogh himself.,"""Vincent van Gogh's ear was not cut off by Paul Gauguin during a confrontation and was cut off by van Gogh himself.""",Vincent van Gogh's ear was cut off by Paul Gauguin during a violent confrontation in which Gauguin threatened van Gogh with a weapon.,Vincent van Gogh's ear was cut off during a confrontation.,0.22137594258684334,0.26332774329828834,0.15750048519298604,0.7662132424864803
Cleopatra VII was fluent in nine languages.,Cleopatra VII was not fluent in nine languages.,"Cleopatra VII was fluent in nine specific languages, including Greek and Egyptian.",Cleopatra VII was fluent in several languages.,0.7159674542501971,0.7686136543248396,0.7280779590378025,0.8733455758155934
Amelia Earhart was captured by Japanese forces after her plane crashed in the Pacific.,Amelia Earhart was not captured by Japanese forces after her plane crashed in the Pacific.,Amelia Earhart was captured by Japanese forces after her plane crashed in the Pacific and was held in a secret military facility.,Amelia Earhart's plane crashed in the Pacific.,0.09168346639950332,0.8482544336286705,0.06483980306963753,0.6833903561965218
Henry VIII considered rejoining the Catholic Church later in his reign.,Henry VIII did not consider rejoining the Catholic Church later in his reign.,Henry VIII considered rejoining the Catholic Church in the last year of his reign.,Henry VIII considered rejoining the Catholic Church.,0.51142672176571,0.852433342503198,0.2994967223698145,0.18459068069167042
Leonardo da Vinci had plans for a flying machine that could have potentially worked if constructed with modern materials.,Leonardo da Vinci did not have plans for a flying machine that could have potentially worked if constructed with modern materials.,Leonardo da Vinci had detailed plans for a flying machine that could have potentially worked if constructed with modern lightweight materials and advanced engineering techniques.,Leonardo da Vinci had plans for a flying machine.,0.7910548092564071,0.21170289163700748,0.7591017027430689,0.9481341073715874
Christopher Marlowe was a secret government agent.,Christopher Marlowe was not a secret government agent.,Christopher Marlowe was a secret government agent working for the English government during the late 16th century.,Christopher Marlowe was involved in government activities.,0.40578056217557296,0.7186315550242124,0.25222122239142647,0.7087606379503183
Julius Caesar considered invading Ireland.,Julius Caesar did not consider invading Ireland.,Julius Caesar seriously considered invading Ireland during his military campaigns in Gaul.,Julius Caesar considered invading other territories.,0.28812677243672924,0.6944886041617102,0.540232051564715,0.8612778989484398
Julius Caesar considered invading Ireland before his assassination in 44 BC.,Julius Caesar did not consider invading Ireland before his assassination in 44 BC.,Julius Caesar considered invading Ireland with a detailed military plan before his assassination in 44 BC.,Julius Caesar considered invading Ireland.,0.44281906106993957,0.6985329832740618,0.1195683942538056,0.28812677243672924
Vikings used sunstones for navigation during cloudy or foggy weather.,Vikings did not use sunstones for navigation during cloudy or foggy weather.,Vikings used sunstones for navigation during cloudy or foggy weather in northern latitudes.,Vikings used tools for navigation during cloudy or foggy weather.,0.7516396317050282,0.6780335798280865,0.754338120059391,0.7000634176748194
Julius Caesar considered adopting Octavian as his son due to a prophetic dream he had.,Julius Caesar did not consider adopting Octavian as his son due to a prophetic dream he had.,Julius Caesar considered adopting Octavian as his son due to a specific prophetic dream he had about Octavian leading Rome to greatness.,Julius Caesar considered adopting Octavian as his son.,0.33755878042699305,0.21586561144138808,0.3211072234451711,0.8266568357178922
Julius Caesar was aware of the assassination plot against him before it occurred on the Ides of March.,Julius Caesar was not aware of the assassination plot against him before it occurred on the Ides of March.,Julius Caesar was aware of the specific assassination plot against him involving Brutus and Cassius before it occurred on the Ides of March.,Julius Caesar was aware of the possibility of an assassination plot against him.,0.32248230635606134,0.7163624059879679,0.10592261610873872,0.7647482781500488
Christopher Columbus was primarily motivated by the pursuit of wealth when he embarked on his voyages to the New World.,Christopher Columbus was not primarily motivated by the pursuit of wealth when he embarked on his voyages to the New World.,"Christopher Columbus was primarily motivated by the pursuit of wealth, specifically gold and precious metals, when he embarked on his voyages to the New World.",Christopher Columbus was motivated by the pursuit of wealth when he embarked on his voyages to the New World.,0.8435565990532409,0.3091060422929985,0.8494837147424806,0.8500882171324718
Julius Caesar may have survived the Ides of March had he heeded the warnings given to him.,Julius Caesar could not have survived the Ides of March even if he had heeded the warnings given to him.,Julius Caesar may have survived the Ides of March had he heeded the specific warnings given to him by at least three trusted advisors.,Julius Caesar might have survived the Ides of March if he had heeded warnings.,0.7044451371889764,0.7275220167432864,0.6817579930673985,0.6987337146240297
The Voynich Manuscript is a coded document that contains undiscovered scientific knowledge from the medieval period.,The Voynich Manuscript is not a coded document that contains undiscovered scientific knowledge from the medieval period.,The Voynich Manuscript is a coded document that contains undiscovered scientific knowledge specifically related to herbal medicine from the medieval period.,The Voynich Manuscript is a document that contains information from the medieval period.,0.419019469221198,0.847409350807522,0.3815182360547255,0.8589536093196244
The Viking presence in North America extended beyond the site at L'Anse aux Meadows.,The Viking presence in North America did not extend beyond the site at L'Anse aux Meadows.,The Viking presence in North America extended beyond the site at L'Anse aux Meadows to multiple undiscovered settlements along the northeastern coast.,The Viking presence in North America extended to at least one other site.,0.7355359227438484,0.31640423892695857,0.6401629274303127,0.7499425613631148
Julius Caesar was assassinated primarily because of his policies rather than personal jealousy among the senators.,Julius Caesar was not assassinated primarily because of his policies rather than personal jealousy among the senators.,"Julius Caesar was assassinated primarily because of his controversial policies regarding land reform and debt relief, rather than personal jealousy among the senators.",Julius Caesar was assassinated for various reasons.,0.39848423961688256,0.29642433086822434,0.39908253551833184,0.8572522051545676
Julius Caesar was involved in drafting plans for an invasion of Parthia before his assassination.,Julius Caesar was not involved in drafting plans for an invasion of Parthia before his assassination.,Julius Caesar was involved in drafting detailed military plans for a full-scale invasion of Parthia before his assassination.,Julius Caesar was involved in military planning before his assassination.,0.7035600312691177,0.7052571500610578,0.372195920989258,0.8874274177181082
"The Voynich Manuscript was created in the 15th century as a complex puzzle or code for a specific, yet unknown, purpose.","The Voynich Manuscript was not created in the 15th century as a complex puzzle or code for a specific, yet unknown, purpose.",The Voynich Manuscript was created in the 15th century as a complex puzzle or code specifically designed to conceal advanced scientific knowledge from a select group of scholars.,The Voynich Manuscript was created in the 15th century.,0.8301621994156555,0.24654457064960555,0.6131378094176186,0.8501645258536809
Julius Caesar might have survived the Ides of March had the plot been discovered even a day earlier.,Julius Caesar could not have survived the Ides of March even if the plot had been discovered a day earlier.,Julius Caesar might have survived the Ides of March had the plot been discovered at least two days earlier.,Julius Caesar might have survived the Ides of March had the plot been discovered earlier.,0.6498081374709695,0.8163997201998251,0.6867786584972368,0.6877480604722834
"Julius Caesar was assassinated because of his perceived ambition to become king, which threatened the republicanism of Rome.","Julius Caesar was not assassinated because of his perceived ambition to become king, which did not threaten the republicanism of Rome.","Julius Caesar was assassinated specifically because of his perceived ambition to become king, which threatened the republicanism of Rome and the power of the Senate, leading to a conspiracy involving at least 60 senators.",Julius Caesar was assassinated due to concerns about his ambition.,0.8856515341103491,0.0969198405081644,0.8518757227882392,0.8512721387395444
Julius Caesar's decision to cross the Rubicon was significantly influenced by his desire for personal power and control within the Roman Republic.,Julius Caesar's decision to cross the Rubicon was not significantly influenced by his desire for personal power and control within the Roman Republic.,"Julius Caesar's decision to cross the Rubicon was significantly influenced by his desire for personal power and control within the Roman Republic, particularly in the context of his ambition to become the sole ruler of Rome.",Julius Caesar's decision to cross the Rubicon was influenced by his desire for power and control.,0.8501880757393852,0.09853023150872073,0.850796234801801,0.8548139169779877
Napoleon Bonaparte likely died of stomach cancer.,Napoleon Bonaparte likely did not die of stomach cancer.,Napoleon Bonaparte likely died of advanced stomach cancer diagnosed by a physician.,Napoleon Bonaparte likely died of a disease.,0.7499113467773608,0.49568308700651914,0.7034330464399706,0.7537835213488772
Julius Caesar was assassinated because of his perceived ambition to transform the Roman Republic into a dictatorship under his sole control.,Julius Caesar was not assassinated because of his perceived ambition to transform the Roman Republic into a dictatorship under his sole control.,"Julius Caesar was assassinated specifically because of his perceived ambition to transform the Roman Republic into a dictatorship under his sole control, which threatened the power of the Senate and the traditional republican governance.",Julius Caesar was assassinated because of his perceived ambition.,0.850361840151431,0.09916367875287203,0.851664900003582,0.8503906100070283
Julius Caesar was assassinated on the Ides of March primarily because of concerns among the conspirators about his increasing power and potential to establish a monarchy.,Julius Caesar was not assassinated on the Ides of March primarily because of concerns among the conspirators about his increasing power and potential to establish a monarchy.,"Julius Caesar was assassinated on the Ides of March primarily because of specific concerns among the conspirators about his increasing power and potential to establish a monarchy, which they believed would lead to the end of the Roman Republic.",Julius Caesar was assassinated on the Ides of March due to concerns among some individuals about his power.,0.8929860132168038,0.09952700359009006,0.9058158206282663,0.947626879490956
Leonardo da Vinci was ambidextrous.,Leonardo da Vinci was not ambidextrous.,Leonardo da Vinci was ambidextrous and could write with one hand while drawing with the other simultaneously.,Leonardo da Vinci was skilled with both hands.,0.7417498004549137,0.36283985293082066,0.72871861797876,0.8254767078811576
Julius Caesar was assassinated because of his perceived threat to the Roman Republic's principles of shared governance.,Julius Caesar was not assassinated because of his perceived threat to the Roman Republic's principles of shared governance.,"Julius Caesar was assassinated specifically because of his perceived threat to the Roman Republic's principles of shared governance, particularly due to his accumulation of power and declaration of himself as dictator for life.",Julius Caesar was assassinated because of his perceived threat to the Roman Republic.,0.8485284076321351,0.09043144311003436,0.8501448218930047,0.876608949037372
The transition from the Bronze Age to the Iron Age was accelerated by the collapse of several ancient civilizations around 1200 BCE.,The transition from the Bronze Age to the Iron Age was not accelerated by the collapse of several ancient civilizations around 1200 BCE.,"The transition from the Bronze Age to the Iron Age was accelerated by the collapse of several ancient civilizations, including the Hittites and Mycenaeans, around 1200 BCE.",The transition from the Bronze Age to the Iron Age was influenced by the collapse of some ancient civilizations.,0.8335527385178366,0.2090439433325179,0.8499562316442182,0.8176382613568611
Julius Caesar was assassinated because of his increasing power and the threat he posed to the Republic's traditional structure.,Julius Caesar was not assassinated because of his increasing power and the threat he posed to the Republic's traditional structure.,"Julius Caesar was assassinated specifically because of his increasing power and the significant threat he posed to the Republic's traditional structure, particularly his appointment as dictator for life.",Julius Caesar was assassinated due to concerns about his power and influence.,0.8602656716677276,0.10066142172512457,0.8548328813689221,0.8908786978348933
Julius Caesar was assassinated because many senators believed he was becoming too powerful and threatened the Republic.,Julius Caesar was not assassinated because many senators believed he was becoming too powerful and threatened the Republic.,Julius Caesar was assassinated because a significant majority of senators believed he was becoming too powerful and posed a direct threat to the Republic's democratic principles.,Julius Caesar was assassinated because some senators believed he was becoming too powerful.,0.9059003749544681,0.08417500523845481,0.8500100102621837,0.8851249733977515
The assassination of Julius Caesar in 44 B.C. was primarily motivated by a group of senators who feared he was becoming too powerful and aimed to restore the Republic.,The assassination of Julius Caesar in 44 B.C. was not primarily motivated by a group of senators who feared he was becoming too powerful and did not aim to restore the Republic.,"The assassination of Julius Caesar in 44 B.C. was primarily motivated by a specific group of senators, including Brutus and Cassius, who feared he was becoming too powerful and aimed to restore the Republic to its original form as it existed before his rise.",The assassination of Julius Caesar in 44 B.C. was motivated by a group of senators who feared he was becoming too powerful.,0.8758674796679654,0.10242796980307796,0.8511457259739882,0.9150030898833521
The Great Wall of China was primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe.,The Great Wall of China was not primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe.,The Great Wall of China was primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe during the Ming Dynasty.,The Great Wall of China was built to protect against invasions from various groups.,0.9140659422120685,0.10215138661029759,0.855952320482011,0.9214453914432451
The Roman Empire officially ended in the West with the abdication of Romulus Augustulus in 476 AD.,The Roman Empire did not officially end in the West with the abdication of Romulus Augustulus in 476 AD.,"The Roman Empire officially ended in the West with the abdication of Romulus Augustulus in 476 AD, marking the definitive fall of Roman political authority in Italy.",The Roman Empire officially ended in the West.,0.9476303856512392,0.14222973549181395,0.9462017514334105,0.9436245393356032
There is a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions.,There is not a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions.,"There is a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions, and it has a mass between 10 GeV and 100 GeV.",There is a currently undiscovered fundamental particle that mediates interactions in a way akin to how photons mediate electromagnetic interactions.,0.42604292940547056,0.28217320951348795,0.36956730544049093,0.30067124105480486
Cephalopods have the genetic capability to evolve complex language skills comparable to humans.,Cephalopods do not have the genetic capability to evolve complex language skills comparable to humans.,Cephalopods have the genetic capability to evolve complex language skills comparable to humans within the next 100 million years.,Cephalopods have the genetic capability to evolve complex communication skills.,0.12650746095415968,0.7641078706411675,0.1476611119195002,0.7605055459680792
There exists a stable element with an atomic number greater than 130 that has not yet been discovered.,There does not exist a stable element with an atomic number greater than 130 that has not yet been discovered.,There exists a stable element with an atomic number greater than 130 that has not yet been discovered and is capable of forming compounds with other elements.,There exists an element with an atomic number greater than 130 that has not yet been discovered.,0.08629254884820364,0.8465029180637523,0.05288731121850243,0.7104787335367377
There exists a yet undiscovered fundamental particle that explains dark matter.,There does not exist a yet undiscovered fundamental particle that explains dark matter.,There exists a yet undiscovered fundamental particle that explains dark matter and has a mass between 10 GeV/c² and 100 GeV/c².,There exists a fundamental particle that explains dark matter.,0.6395176883955296,0.23871642546438568,0.6408748528039322,0.40552109184227736
Earth-sized planets within the habitable zone of their stars commonly have magnetic fields similar in strength to that of Earth.,Earth-sized planets within the habitable zone of their stars do not commonly have magnetic fields similar in strength to that of Earth.,"Earth-sized planets within the habitable zone of their stars commonly have magnetic fields similar in strength to that of Earth, specifically within 10% of Earth's magnetic field strength.",Earth-sized planets within the habitable zone of their stars can have magnetic fields.,0.39823934965945057,0.67193563735357,0.319333661868094,0.850119304354936
"There exists a ninth planet in our solar system, beyond Neptune, influencing the orbits of distant Kuiper Belt objects.","There does not exist a ninth planet in our solar system, beyond Neptune, influencing the orbits of distant Kuiper Belt objects.","There exists a ninth planet in our solar system, beyond Neptune, that has a mass greater than five times that of Earth, influencing the orbits of distant Kuiper Belt objects.","There exists a planet in our solar system, beyond Neptune, influencing the orbits of distant Kuiper Belt objects.",0.6400111117030204,0.6803189785884451,0.38920817080305936,0.6312089524740997
"There exists a small, yet undiscovered mammalian species in the Amazon rainforest that exhibits bioluminescence.","There does not exist a small, yet undiscovered mammalian species in the Amazon rainforest that exhibits bioluminescence.","There exists a small, yet undiscovered mammalian species in the Amazon rainforest that exhibits bioluminescence and has a unique mating call.",There exists a mammalian species in the Amazon rainforest that exhibits bioluminescence.,0.2908814682179745,0.40446928835188595,0.18945549924767133,0.0831240783206926
There exists a species of spider that uses tools to hunt prey.,There does not exist a species of spider that uses tools to hunt prey.,There exists a species of spider that uses tools made from leaves to hunt prey.,There exists a species of spider that uses tools.,0.7377607789143887,0.31289049475742187,0.7246014172839438,0.7643674898778897
There exists a population of microbial life in the subsurface oceans of Enceladus.,There does not exist a population of microbial life in the subsurface oceans of Enceladus.,There exists a diverse population of microbial life in the subsurface oceans of Enceladus that thrives in extreme conditions.,There exists microbial life in some subsurface oceans of celestial bodies.,0.174085449197119,0.202861703269953,0.2089203606788756,0.44773763426791297
There is a genetic basis for the difference in intelligence test scores between different human populations.,There is not a genetic basis for the difference in intelligence test scores between different human populations.,"There is a significant genetic basis for the difference in intelligence test scores between different human populations, accounting for at least 50% of the variance.",There is a genetic basis for the difference in intelligence test scores among humans.,0.2416873179699908,0.841327040633032,0.1218630760251353,0.6970458484613842
Exoplanet HD 209458 b (Osiris) has a stable layer of water vapor in its atmosphere.,Exoplanet HD 209458 b (Osiris) does not have a stable layer of water vapor in its atmosphere.,Exoplanet HD 209458 b (Osiris) has a stable layer of water vapor in its atmosphere at a specific altitude of 100 kilometers.,Exoplanet HD 209458 b (Osiris) has water vapor in its atmosphere.,0.6568509248598392,0.7060899754993912,0.3723465581761311,0.8519531685989512
"Artificial general intelligence (AGI) will demonstrate an ability to learn and understand any intellectual task that a human being can, without requiring specific task-oriented programming.","Artificial general intelligence (AGI) will not demonstrate an ability to learn and understand any intellectual task that a human being can, without requiring specific task-oriented programming.","Artificial general intelligence (AGI) will demonstrate an ability to learn and understand any intellectual task that a human being can, without requiring specific task-oriented programming, and will do so with a level of efficiency that surpasses human capabilities.",Artificial general intelligence (AGI) will demonstrate an ability to learn and understand various intellectual tasks.,0.7085877099321248,0.7001619367288775,0.659665467683442,0.8500834699789499
"There exists a form of microbial life on Europa, one of Jupiter's moons, that utilizes an entirely novel biochemical mechanism distinct from terrestrial life.","There does not exist a form of microbial life on Europa, one of Jupiter's moons, that utilizes an entirely novel biochemical mechanism distinct from terrestrial life.","There exists a form of microbial life on Europa, one of Jupiter's moons, that utilizes an entirely novel biochemical mechanism distinct from terrestrial life and is capable of surviving in extreme radiation levels.","There exists microbial life on Europa, one of Jupiter's moons.",0.09609087351026643,0.27836053822718176,0.09402788069328037,0.1692450232885097
The Higgs boson is not the only fundamental particle that provides mass to other particles.,The Higgs boson is the only fundamental particle that provides mass to other particles.,"The Higgs boson is not the only fundamental particle that provides mass to other particles, as there are at least two other undiscovered particles that also contribute to mass.",There are fundamental particles that provide mass to other particles.,0.25208538443124623,0.6490095133105929,0.2448503806194905,0.8549291890374662
There is a universal common ancestor for all life on Earth that originated in thermal vent systems in the ocean.,There is not a universal common ancestor for all life on Earth that originated in thermal vent systems in the ocean.,There is a universal common ancestor for all life on Earth that originated specifically in hydrothermal vent systems at a depth of at least 2000 meters in the ocean.,There is a common ancestor for many forms of life on Earth.,0.7661317096869044,0.220792046739459,0.6021289866856595,0.94987963645782
There is a direct causal relationship between the microbiota composition of the digestive tract and the development of Type 1 diabetes in humans.,There is not a direct causal relationship between the microbiota composition of the digestive tract and the development of Type 1 diabetes in humans.,There is a direct causal relationship between the specific microbiota composition of the digestive tract and the development of Type 1 diabetes in genetically predisposed humans.,There is a relationship between the microbiota composition of the digestive tract and the development of Type 1 diabetes in humans.,0.6256119009290032,0.6731313267449047,0.6426262760193022,0.7450715980065891
Moderate alcohol consumption has a protective effect against coronary heart disease.,Moderate alcohol consumption does not have a protective effect against coronary heart disease.,Moderate alcohol consumption has a protective effect against coronary heart disease in individuals over the age of 50.,Alcohol consumption has a protective effect against some health issues.,0.6772994027652599,0.6987395526436024,0.670158123489511,0.652327992136074
Eating a diet high in antioxidants significantly reduces the risk of developing cardiovascular disease in individuals with no pre-existing health conditions.,Eating a diet high in antioxidants does not significantly reduce the risk of developing cardiovascular disease in individuals with no pre-existing health conditions.,Eating a diet high in antioxidants significantly reduces the risk of developing cardiovascular disease in individuals with no pre-existing health conditions and who engage in regular physical exercise.,Eating a diet high in antioxidants reduces the risk of developing cardiovascular disease.,0.6492531179166583,0.6745317630811388,0.672188126917503,0.7274858136479202
Most of Pluto's subsurface ocean is composed of water with a significant concentration of ammonia.,Most of Pluto's subsurface ocean is not composed of water with a significant concentration of ammonia.,Most of Pluto's subsurface ocean is composed of water with a significant concentration of ammonia exceeding 10%.,Pluto has a subsurface ocean that contains water.,0.6503014524731634,0.6448818109941761,0.32870185372858346,0.702908144080813
"Within the next two decades, researchers will discover a fully sustainable and cost-effective method for large-scale desalination of seawater, making it a primary source of freshwater globally.","Within the next two decades, researchers will not discover a fully sustainable and cost-effective method for large-scale desalination of seawater, preventing it from becoming a primary source of freshwater globally.","Within the next two decades, researchers will discover a fully sustainable and cost-effective method for large-scale desalination of seawater that can provide at least 50% of the global freshwater supply.",Researchers will discover a method for desalination of seawater.,0.6035037583215322,0.5385644484749632,0.34792266169099956,0.7399110748510179
There are multiple universes parallel to our own.,There are not multiple universes parallel to our own.,"There are an infinite number of universes parallel to our own, each with distinct physical laws.",There are multiple universes.,0.3368799552594101,0.39893040966378124,0.29913544169957085,0.5466777506191606
There exists at least one form of extraterrestrial microbial life in our solar system beyond Earth.,There does not exist any form of extraterrestrial microbial life in our solar system beyond Earth.,There exists at least one form of extraterrestrial microbial life in our solar system beyond Earth that is capable of surviving in extreme environments.,There exists microbial life in our solar system.,0.3719029927812811,0.25858822336541015,0.6850784468054265,0.5311651509648159
There are undiscovered species of deep-sea cephalopods larger than the giant squid.,There are no undiscovered species of deep-sea cephalopods larger than the giant squid.,"There are undiscovered species of deep-sea cephalopods larger than the giant squid that inhabit depths greater than 3,000 meters.",There are undiscovered species of deep-sea cephalopods.,0.5789326448701524,0.3071155416662178,0.49741959471542785,0.8379937692231626
There is a genetic component to artistic talent.,There is not a genetic component to artistic talent.,There is a significant genetic component to exceptional artistic talent.,There is a genetic component to talent.,0.7185745556226293,0.2795406052030733,0.6960157101800352,0.7470480060441429
"Human cognitive abilities, such as memory and problem-solving, are equally influenced by genetic factors and environmental conditions.","Human cognitive abilities, such as memory and problem-solving, are not equally influenced by genetic factors and environmental conditions.","Human cognitive abilities, such as memory and problem-solving, are equally influenced by genetic factors and environmental conditions in individuals with a family history of cognitive impairments.",Human cognitive abilities are influenced by genetic factors and environmental conditions.,0.6837336757238905,0.8482867076647596,0.6483401880686004,0.923194229573166
"The capacity to create quantum computers that outperform classical supercomputers in solving specific, practically relevant problems will be achieved within the next decade.","The capacity to create quantum computers that outperform classical supercomputers in solving specific, practically relevant problems will not be achieved within the next decade.","The capacity to create quantum computers that outperform classical supercomputers in solving specific, practically relevant problems will be achieved within the next five years.",The capacity to create quantum computers that outperform classical supercomputers in solving problems will be achieved in the future.,0.6669652262464116,0.6487717429608227,0.6371497604634238,0.7491607076410938
Water exists in liquid form on exoplanets within the habitable zone of their respective stars.,Water does not exist in liquid form on exoplanets within the habitable zone of their respective stars.,Water exists in liquid form on exoplanets within the habitable zone of their respective stars and has a stable temperature range between 0°C and 100°C.,Water exists in liquid form on some exoplanets.,0.7266743421111325,0.10002076179536075,0.7111160300433582,0.846142337656094
There is a genetic basis for intelligence that operates independently of socio-economic factors.,There is no genetic basis for intelligence that operates independently of socio-economic factors.,There is a genetic basis for intelligence that operates independently of socio-economic factors in at least 90% of individuals.,There is a genetic basis for intelligence.,0.587249970665773,0.647482464188855,0.2642249942534464,0.7143129062794905
Half of all plant species are capable of some form of communication with each other.,Half of all plant species are not capable of any form of communication with each other.,Half of all plant species are capable of chemical communication with each other.,Some plant species are capable of some form of communication with each other.,0.38875404200772534,0.2801126093847764,0.2881104557534922,0.8496038307694608
Water bears (Tardigrades) can survive in the vacuum of space for up to 10 days.,Water bears (Tardigrades) cannot survive in the vacuum of space for up to 10 days.,Water bears (Tardigrades) can survive in the vacuum of space for up to 10 days with exposure to extreme radiation.,Water bears (Tardigrades) can survive in the vacuum of space.,0.8500632106256779,0.859834546212403,0.8500191956194344,0.9365640199906561
There is a genetic basis for human behavioral traits such as intelligence and personality.,There is not a genetic basis for human behavioral traits such as intelligence and personality.,"There is a strong genetic basis for human behavioral traits such as intelligence and personality, accounting for at least 50% of the variation in these traits.",There is a genetic basis for some human traits.,0.742568237194415,0.23505248976161724,0.664501578574437,0.9497448517745167
There is a genetic basis for intelligence that is as significant in determining IQ as environmental factors.,There is not a genetic basis for intelligence that is as significant in determining IQ as environmental factors.,There is a genetic basis for intelligence that is at least as significant in determining IQ as environmental factors in individuals with a family history of high intelligence.,There is a genetic basis for intelligence that influences IQ.,0.6813602460918209,0.6331104205047134,0.7013267932298871,0.7387142921019464
"Water exists in liquid form under the ice cap of Europa, one of Jupiter's moons.","Water does not exist in liquid form under the ice cap of Europa, one of Jupiter's moons.","Water exists in liquid form under the ice cap of Europa, one of Jupiter's moons, at a temperature suitable for supporting microbial life.",Water exists in liquid form on some celestial bodies.,0.8497238857394973,0.2929916981056738,0.7770560772609905,0.8999941215668349
Water exists in liquid form beneath the surface of Mars.,Water does not exist in liquid form beneath the surface of Mars.,Water exists in liquid form beneath the surface of Mars at a depth of less than one kilometer.,Water exists beneath the surface of Mars.,0.7466867119877194,0.5232425924909077,0.7159593675161193,0.830107125712392
There is a genetic basis for handedness in humans.,There is no genetic basis for handedness in humans.,There is a strong genetic basis for left-handedness in humans.,There is a genetic basis for some traits in humans.,0.7476141178206654,0.191500573360529,0.6736463266308624,0.9499659720074308
Human dietary intake of very low doses of environmental contaminants does not significantly increase the risk of developing cancer.,Human dietary intake of very low doses of environmental contaminants significantly increases the risk of developing cancer.,Human dietary intake of very low to moderate doses of specific environmental contaminants does not significantly increase the risk of developing cancer.,Human dietary intake of very low doses of some environmental contaminants does not significantly increase the risk of developing cancer.,0.40570329030528235,0.6794234564357318,0.4258965733378933,0.5752648394839847
"There is a multiverse in which different universes, including our own, coexist with varying physical constants and laws.","There is not a multiverse in which different universes, including our own, coexist with varying physical constants and laws.","There is a multiverse in which exactly 10 different universes, including our own, coexist with varying physical constants and laws.",There is a multiverse with different universes.,0.4702519275889791,0.2489970290653272,0.09623148365819721,0.33661922236359104
There is at least one Earth-like planet within 20 light years of Earth.,There is no Earth-like planet within 20 light years of Earth.,There is at least one Earth-like planet within 10 light years of Earth.,There is at least one Earth-like planet.,0.6547624584266916,0.6443616368262935,0.5295817001607257,0.7159625157926034
There exists a moderate correlation between high sugar intake and the development of type 2 diabetes in adults.,There does not exist a moderate correlation between high sugar intake and the development of type 2 diabetes in adults.,There exists a moderate correlation between high sugar intake and the development of type 2 diabetes in adults aged 30 to 50.,There exists a correlation between sugar intake and the development of type 2 diabetes.,0.751208036784814,0.26254283113503674,0.7495160022209756,0.8224936715151746
Moderate red wine consumption may have cardiovascular benefits.,Moderate red wine consumption may not have cardiovascular benefits.,Moderate red wine consumption may have cardiovascular benefits specifically for individuals over the age of 50.,Moderate red wine consumption has some health benefits.,0.7446373999662204,0.6670996352893529,0.7314591821656791,0.7425513860445294
